246000001001081124001   5330     1    S 023731PDEDBCBABBACAECCADCBACDABCAAEBBCACCCBCBDDCDCAEACDACBEABBABEBABBCACCAAADCCAAACAAAE          
246000002001081124001   5330     1    S 023732QCECEABEEABAEDDBEADCBBAEABDCBBEACABAABEEDBDEACCCDDCCEECEBBCBDBBCACCAAADBEAAACAAAE          
246000003001081124001   5330     1    S 023733RCDDADBADADDCCCAEBCCBCDDAEEABEABABCBDCDBAEACACCEDEDCCADBBDEBDBBCACCAAADBCAAACAAAE          
246000004001081124001   5330     1    S 023734SCABBAEDEBCEBBCDDDBCCADAEEBDDAECEBACAEDBCECAEAABCADBCDBADCDBCBBCACCAAADBCAAADAAAE          
246000005001081124001   5330     1    S 023735TEADCECACCBDDBAEDCCCDBDAADCADDEEBDEDEBDEEEBDECAAECDBDAADBEDBBBBCECCAAADDDAAACAAAE          
246000006001081124001   5330     1    S 023736PDBDBBBDEBACAECCAACCADCABEACDABCBEECBBBBDDDDBEAEDACBCEAADBEECBBCACCACDDDCAAACAAAE          
246000007001081124001   5330     1    S 023737QCECEBBBEABCEDEBAADDDBBBAADDBABDBCBACAADDBDDBCCCBDCBEECCCCACDBBCACCAAADDCAAACAAAE          
246000008001081124001   5330     1    S 023738RDDDACCAABEDCCCAEACBBDDAAEEADECBDBCBBCDDDEADBCBEDBDDCAEBBABDDBBCACCACADBCAAACAAAE          
246000009001081124001   5330     1    S 023739SCACBCEEEBCEBBADDDECCADCDEBEAAACBCDCADABCEADAAAACDDCCDBABAD ABBCACCAAADBCAAACAAAE          
246000010001081124001   5330     1    S 023740TEABCDBACBBDDDAEDCCCCABAADEABDEBCBEDEDBEEBBBECAAECDBDDACBADDDBBCACCAAAABDABADAAAE          
246000011001081124001   5330     1    S 023741PD DE EBEBA  E CABCCEDAABEAECACC D EBBBBDA DAEAEDAEDEADAAAEABBBCACCAAADDCAAACAAAE          
246000012001081124001   5330     1    S 023742QCECBBCBEBBAEDEBDAAABBAABBBDCDBDCACABDAEDBABDCCCBDCBDBCDCCCCCBBCACCAAADBEAAACAAAE          
246000013001081124001   5330     1    S 023743RDDDCCCADADDCCCAEBCCBCDBAEEAEECECBCCBCADCEDDACBEDEDDBABDBDBACBBCACCABADBEAAACAAAE          
246000014001081124001   5330     1    S 023744SCABBDDDEECEBEADDDBACEDAEEBAAAACBCDCAEBCCEBAEACBCADDCEBBDEDBCBBCACCABADBDAAACAAAE          
246000015001081124001   5330     1    S 023745TEACDACABCBBECABACDCDBCBBDDAEDEEADBDACDDBDBABCAAEAABDCCADEEBEBBCACCABADCEAAADAAAE          
246000016001081124001   5330     1    S 023746PEEDBBDAEBACAEBCAECCEAABBEACCBBCCEEEBBDBDDEDDEACDACBAAABAEECBBBCECCAAABDCBBBDABAE          
246000017001081124001   5330     1    S 023747QCEABBDBEABAEDDBCADABBDAADDDBAEEEDBAAAADDBDBACCCBDCEEEEEACE BBBCACCDADDBDAAACAAAE          
246000018001081124001   5330     1    S 023748RDDDACBADCDDCCCAEACCBCDBAEEACBCEABBEBCDDAEADACBEDEDDBABDBDEACBBCBCCAAABBEAAACAAAE          
246000019001081124001   5330     1    S 023749SCABADBDEDDEBEADBDBCCADBEBBADAAEABDCACDACBAEAABBCDDBCCADDCECBABCACCAAABBCBBBBABAE          
246000020001081124001   5330     1    S 023750TEABEECACBBDDDAEDCBCCDABCEAAEDAEADE CCCEEBBEECACECABDDAEDEDDCBBCACCAAADCCAAACAAAE          
246000021001081124001   5330     1    S 023751PDEDBBEDEBACAEBCAECCBDDDBCACCAAC CEEBBEBAADDBEAEDACCAADDADE  BBBECCAAABCEAAACAAAE          
246000022001081124001   5330     1    S 023752QCCDEEBEDAEBEDEEDADADBCEABDDBDEEBCBABEAEDBDBACCCDDCCEECCCDECABBCACCAAADBEAAADAAAE          
246000023001081124001   5330     1    S 023753RCDDCCBADCDDCCCCEBCCBCABCCEAABCEABABBBADCEDABCBEDEBAAACBBDDB BBCACCAAADDEAAACAAAE          
246000024001081124001   5330     1    S 023754SCACBACDEBCEBDADCDBCCAECEEBABAACCEDCADDCCDADCAABCADECEABDBEAABBCACCBAADCCAAACAAAE          
246000025001081124001   5330     1    S 023755TBADEECA BBDDDAEDCACDABAADAADBEEADEDECAEDBBEECACECDBDACADAAECBBCACCAAADBCAAACAAAE          
246000026001081124001   5330     1    S 023756PDADBBEDEBACAEBCABCCDDCABCACCADE CCEBBADDCECEEAEDACBCADBDBD  BBCACCAAADBEAAACAAAE          
246000027001081124001   5330     1    S 023757QCECABBEEACBECEBEADCBBDBABDCABEDCABABDEDDBAEDECCBDEBCEEDCCEEBBBCADCAAADBEAAACAAAE          
246000028001081124001   5330     1    S 023758RCDDACBADADDCCCAEBCCBCABAEDADBCE BBCBCDDCAAABCBEDBDCBAACBACA BBCACCDAADBEAAACAAAE          
246000029001081124001   5330     1    S 023759SDEABEEEEEDEBAADDDBDCEDCEBBDCAADAEDCAECCCEBCCABBCADECBADCCBAABBCACCAAADCDAAACAAAE          
246000030001081124001   5330     1    S 023760TEABADCACBBDDDAEBC CCBBAAD C DADBCEDCBBECBBCECAAECDBDAACBAECBBBCACCABADDEAAACAAAE          
246000031001081124001   5330     1    S 023761PDADBEEAEBACABCCDACCADCABEABDAAAECEEBBBBDCDCBEAADADBEEABECEAABBCACCBAABBDAAACAAAE          
246000032001081124001   5330     1    S 023762QBBCBAEEEABAEDCBCADABBCAABDDCDEECCBABCAEDBEAABECBDCCCECCCBCDBBBCECCABABDDAABCAAAE          
246000033001081124001   5330     1    S 023763REDDACBADADDCECDEBCCBCDBAEDADACBBACCEBADAEADACBEDEDDCAABBCDBDBBCACCAAABBCAAACAAAE          
246000034001081124001   5330     1    S 023764SCACBBEDEECEBDBDCDBCCCDDECCEEDAEDDACAEBACBBCAEAACADDCBADCEDCABBEACCAAABCDAAACAAAE          
246000035001081124001   5330     1    S 023765TEADAEEACCBDDCAEDCACBBCAADCAEDCBBDEDCCBEDBBCECAAECCDDDAEBEEEDBBCACCAAADBCAAABAAAE          
246000036001081124001   5330     1    S 023766PDBDB EAEBACAEBCAECCADAABBABCABCBBECBBBBDDDDEEAEDACBAAABACEADBBCBCCAAADBEAAACAAAE          
246000037001081124001   5330     1    S 023767QDEDAECEEBBCEEDBCEAABBBBAADDABBBCDBCDDEEDBADDCCBBBCCECCABCEDCBBCACCAAADBEAAADAAAE          
246000038001081124001   5330     1    S 023768RDCBACBDACDDBAABCDBADCACBEDAABCDDBBBAAADDEACAABEDEACEADCBDBACBBCACCAAADBBAABCAAAE          
246000039001081124001   5330     1    S 023769SDECCBEDEDBECDADEDBCCEDCEEAABAACCCDDAEEECEADDABBCADDCCAADEAEABBCACCABAABCAAACAAAE          
246000040001081124001   5330     1    S 023770TEAAACCACCBCDDAEDCDCDDCAADCABDEBCDEDECCEDBBBECAAECDEDDAADAECCBBCACCABADBCAAADAAAE          

